Date,Day,Family,Rep,ChlaConc,ChlcConc,TotChlConc,Volume,Chla,Chlc,TotChl,TotLar,Chla/Lar,Chlc/Lar,TotChl/Lar,AveVol,Chla/Vol,Chlc/Vol,TotChl/Vol,Origin
13-Apr,1,1,1,0.989243467,0.365573383,1.462740133,106.8,0.105651202,0.039043237,0.156220646,10,0.01056512,0.003904324,0.015622065,0.15618441,0.067645165,0.024998166,0.100023201,Inshore
13-Apr,1,1,2,0.9472532,0.306316333,1.3143039,107.2,0.101545543,0.032837111,0.140893378,10,0.010154554,0.003283711,0.014089338,0.15618441,0.06501644,0.021024577,0.09020963,Inshore
13-Apr,1,1,3,1.0534254,0.369387217,1.574987717,107.2,0.112927203,0.03959831,0.168838683,10,0.01129272,0.003959831,0.016883868,0.15618441,0.072303761,0.025353561,0.108102136,Inshore
13-Apr,1,2,1,0.644161,0.436735217,1.324156633,100,0.0644161,0.043673522,0.132415663,10,0.00644161,0.004367352,0.013241566,0.13192887,0.048826387,0.03310384,0.100368982,Inshore
13-Apr,1,2,2,0.596453933,0.2202554,0.862745533,100,0.059645393,0.02202554,0.086274553,10,0.005964539,0.002202554,0.008627455,0.13192887,0.045210266,0.016695012,0.065394749,Inshore
13-Apr,1,2,3,0.7978312,0.405549217,1.43649545,100,0.07978312,0.040554922,0.143649545,10,0.007978312,0.004055492,0.014364955,0.13192887,0.060474345,0.03073999,0.108884087,Inshore
14-Apr,2,2,1,0.749192533,0.25246825,1.01546025,111,0.083160371,0.028023976,0.112716088,10,0.008316037,0.002802398,0.011271609,0.09762217,0.085185948,0.028706569,0.115461568,Inshore
14-Apr,2,2,2,0.886618933,0.42578475,1.488102017,112.2,0.099478644,0.047773049,0.166965046,10,0.009947864,0.004777305,0.016696505,0.09762217,0.101901693,0.04893668,0.171031894,Inshore
14-Apr,2,2,3,0.7142615,0.263143533,1.03645835,110.7,0.079068748,0.029129989,0.114735939,10,0.007906875,0.002912999,0.011473594,0.09762217,0.080994663,0.029839522,0.117530618,Inshore
15-Apr,3,2,1,0.584506533,0.244928967,0.916398667,112,0.065464732,0.027432044,0.102636651,10,0.006546473,0.002743204,0.010263665,0.064588789,0.101356184,0.042471836,0.158907842,Inshore
15-Apr,3,2,2,0.6601783,0.2903226,1.09304375,114,0.075260326,0.033096776,0.124606988,10,0.007526033,0.003309678,0.012460699,0.064588789,0.116522275,0.051242293,0.192923554,Inshore
15-Apr,3,2,3,0.646072267,0.288727133,1.046040417,109.7,0.070874128,0.031673367,0.114750634,10,0.007087413,0.003167337,0.011475063,0.064588789,0.109731315,0.04903849,0.177663392,Inshore
13-Apr,1,3,1,1.1225758,0.389845533,1.593672567,101.9,0.114390474,0.03972526,0.162395235,10,0.011439047,0.003972526,0.016239523,0.116582744,0.098119559,0.034074734,0.139296116,Inshore
13-Apr,1,3,2,1.065164767,0.3854851,1.5564253,103.5,0.110244553,0.039897708,0.161090019,10,0.011024455,0.003989771,0.016109002,0.116582744,0.094563354,0.034222653,0.138176554,Inshore
13-Apr,1,3,3,1.259359667,0.5894621,2.09377795,106.3,0.133869933,0.062659821,0.222568596,10,0.013386993,0.006265982,0.02225686,0.116582744,0.114828257,0.05374708,0.190910411,Inshore
15-Apr,3,3,1,1.457396067,0.4858595,2.0453604,111.9,0.16308262,0.054367678,0.228875829,10,0.016308262,0.005436768,0.022887583,0.105798069,0.154145176,0.051388157,0.216332709,Inshore
15-Apr,3,3,2,1.5708664,0.81237475,2.8100617,111.7,0.175465777,0.09074226,0.313883892,10,0.017546578,0.009074226,0.031388389,0.105798069,0.165849697,0.085769297,0.296682061,Inshore
15-Apr,3,3,3,1.231701933,0.473710633,1.863154983,117.2,0.144355467,0.055518886,0.218361764,10,0.014435547,0.005551889,0.021836176,0.105798069,0.13644433,0.052476276,0.206394848,Inshore
16-Apr,4,3,1,1.916647733,1.118157017,3.767239817,116.6,0.223481126,0.130377108,0.439260163,10,0.022348113,0.013037711,0.043926016,0.084756838,0.263673269,0.153824884,0.518259261,Inshore
16-Apr,4,3,2,1.148821467,0.375975817,1.59267615,113.6,0.130506119,0.042710853,0.180928011,10,0.013050612,0.004271085,0.018092801,0.084756838,0.153977097,0.050392221,0.213467155,Inshore
16-Apr,4,3,3,1.5959371,0.505132733,2.20262065,112.2,0.179064143,0.056675893,0.247134037,10,0.017906414,0.005667589,0.024713404,0.084756838,0.211268078,0.066868814,0.291580057,Inshore
13-Apr,1,4,1,0.469045267,0.18759185,0.7086662,100,0.046904527,0.018759185,0.07086662,10,0.004690453,0.001875919,0.007086662,0.076554121,0.061269761,0.024504475,0.092570615,Inshore
13-Apr,1,4,2,0.495042,0.318291767,1.027099167,100,0.0495042,0.031829177,0.102709917,10,0.00495042,0.003182918,0.010270992,0.076554121,0.064665624,0.041577353,0.134166412,Inshore
13-Apr,1,4,3,0.450209067,0.243776217,0.853339283,100,0.045020907,0.024377622,0.085333928,10,0.004502091,0.002437762,0.008533393,0.076554121,0.058809253,0.031843644,0.111468759,Inshore
14-Apr,2,4,1,0.584171467,0.216811817,0.83685065,111.3,0.065018284,0.024131155,0.093141477,10,0.006501828,0.002413116,0.009314148,0.08197851,0.079311376,0.029435952,0.113616943,Inshore
14-Apr,2,4,2,0.556507067,0.250892983,0.927630783,120.1,0.066836499,0.030132247,0.111408457,10,0.00668365,0.003013225,0.011140846,0.08197851,0.081529292,0.036756276,0.135899588,Inshore
14-Apr,2,4,3,0.498318567,0.228933933,0.82358045,108.1,0.053868237,0.024747758,0.089029047,10,0.005386824,0.002474776,0.008902905,0.08197851,0.065710193,0.030188104,0.108600469,Inshore
15-Apr,3,4,1,0.609925933,0.342248733,1.1533099,121.6,0.074166993,0.041617446,0.140242484,10,0.007416699,0.004161745,0.014024248,0.098907865,0.074985941,0.042076983,0.141791033,Inshore
15-Apr,3,4,2,0.6483264,0.257179,0.99900805,114.7,0.074363038,0.029498431,0.114586223,10,0.007436304,0.002949843,0.011458622,0.098907865,0.075184151,0.029824151,0.115851478,Inshore
15-Apr,3,4,3,1.0059602,0.8285253,2.458599217,108,0.108643702,0.089480732,0.265528715,10,0.01086437,0.008948073,0.026552872,0.098907865,0.109843339,0.090468774,0.268460668,Inshore
16-Apr,4,4,1,0.5549758,0.254058717,0.904816383,112.2,0.062268285,0.028505388,0.101520398,10,0.006226828,0.002850539,0.01015204,0.067295536,0.092529592,0.042358512,0.150857552,Inshore
16-Apr,4,4,2,0.724445667,0.68773365,1.883522917,112.9,0.081789916,0.077645129,0.212649737,10,0.008178992,0.007764513,0.021264974,0.067295536,0.121538397,0.115379316,0.315993824,Inshore
16-Apr,4,4,3,0.4793929,0.187347833,0.729977683,108.2,0.051870312,0.020271036,0.078983585,10,0.005187031,0.002027104,0.007898359,0.067295536,0.077078384,0.030122407,0.117368239,Inshore
17-Apr,5,4,1,0.733809967,0.284238,1.067573683,170.8,0.125334742,0.04854785,0.182341585,10,0.012533474,0.004854785,0.018234159,0.061263505,0.204583042,0.079244324,0.297634922,Inshore
17-Apr,5,4,2,0.675098767,0.1615471,0.846743567,124.5,0.084049796,0.020112614,0.105419574,10,0.00840498,0.002011261,0.010541957,0.061263505,0.137193908,0.032829682,0.172075649,Inshore
17-Apr,5,4,3,0.743658747,0.22663266,0.9711688,107,0.079571486,0.024249695,0.103915062,10,0.007957149,0.002424969,0.010391506,0.061263505,0.129883992,0.039582611,0.169619844,Inshore
14-Apr,2,12,1,0.702225867,0.31488935,1.152866683,113.6,0.079772858,0.03577143,0.130965655,10,0.007977286,0.003577143,0.013096566,0.101152077,0.078864281,0.03536401,0.129474015,Inshore
14-Apr,2,12,2,0.771667733,0.547934317,1.76070135,108,0.083340115,0.059176906,0.190155746,10,0.008334012,0.005917691,0.019015575,0.101152077,0.082390908,0.058502908,0.187989957,Inshore
14-Apr,2,12,3,0.7258493,0.4965916,1.555229117,106.3,0.077157781,0.052787687,0.165320855,10,0.007715778,0.005278769,0.016532086,0.101152077,0.076278988,0.052186459,0.163437924,Inshore
16-Apr,4,14,1,0.591676433,0.2013093,0.832838483,105.2,0.062244361,0.021177738,0.087614608,10,0.006224436,0.002117774,0.008761461,0.065914606,0.094431818,0.032129052,0.132921387,Inshore
16-Apr,4,14,2,0.539281233,0.176986567,0.751704067,111.2,0.059968073,0.019680906,0.083589492,10,0.005996807,0.001968091,0.008358949,0.065914606,0.090978429,0.029858187,0.126814825,Inshore
16-Apr,4,14,3,0.5645111,0.184426633,0.757698783,112.5,0.063507499,0.020747996,0.085241113,10,0.00635075,0.0020748,0.008524111,0.065914606,0.096348143,0.031477085,0.129320523,Inshore
15-Apr,3,15,1,0.452066267,0.168874833,0.6750427,111.3,0.050314975,0.018795769,0.075132253,10,0.005031498,0.001879577,0.007513225,0.08779606,0.057308922,0.021408442,0.085575882,Inshore
16-Apr,4,15,1,0.8010162,0.41817995,1.456433483,114.6,0.091796457,0.047923422,0.166907277,10,0.009179646,0.004792342,0.016690728,0.075539683,0.121520839,0.063441387,0.220953108,Inshore
16-Apr,4,15,2,0.685301467,0.34215335,1.255893017,109.6,0.075109041,0.037500007,0.137645875,10,0.007510904,0.003750001,0.013764587,0.075539683,0.099429913,0.049642791,0.182216643,Inshore
16-Apr,4,15,3,1.064138967,0.631543833,2.045521083,118.8,0.126419709,0.075027407,0.243007905,10,0.012641971,0.007502741,0.02430079,0.075539683,0.167355361,0.099321846,0.32169569,Inshore
13-Apr,1,26,1,0.4845088,0.159494767,0.6787312,116.2,0.056299923,0.018533292,0.078868565,10,0.005629992,0.001853329,0.007886857,0.058686368,0.095933561,0.031580233,0.134389924,Offshore
13-Apr,1,26,2,0.647964967,0.2713702,1.033931433,130.6,0.084624225,0.035440948,0.135031445,10,0.008462422,0.003544095,0.013503145,0.058686368,0.144197413,0.060390427,0.230089968,Offshore
13-Apr,1,26,3,0.636555467,0.227708067,0.927150783,114.5,0.072885601,0.026072574,0.106158765,10,0.00728856,0.002607257,0.010615876,0.058686368,0.124195113,0.044426967,0.180891693,Offshore
14-Apr,2,26,1,1.055280467,0.607577583,2.030331617,106.8,0.112703954,0.064889286,0.216839417,10,0.011270395,0.006488929,0.021683942,0.067004532,0.168203479,0.09684313,0.32361903,Offshore
14-Apr,2,26,2,0.789045133,0.40449055,1.399294883,106.5,0.084033307,0.043078244,0.149024905,10,0.008403331,0.004307824,0.014902491,0.067004532,0.125414363,0.064291537,0.222410187,Offshore
14-Apr,2,26,3,0.932653233,0.638031533,1.98192725,109.2,0.101845733,0.069673043,0.216426456,10,0.010184573,0.006967304,0.021642646,0.067004532,0.151998275,0.103982584,0.323002712,Offshore
15-Apr,3,26,1,0.730601933,0.2389993,1.0014055,117.8,0.086064908,0.028154118,0.117965568,10,0.008606491,0.002815412,0.011796557,0.047194293,0.182362956,0.059655767,0.249957273,Offshore
15-Apr,3,26,2,0.5930958,0.18685285,0.80761635,112.6,0.066782587,0.021039631,0.090937601,10,0.006678259,0.002103963,0.00909376,0.047194293,0.141505642,0.04458088,0.192687707,Offshore
15-Apr,3,26,3,0.7610878,0.4314991,1.427219383,110,0.083719658,0.047464901,0.156994132,10,0.008371966,0.00474649,0.015699413,0.047194293,0.177393606,0.100573391,0.332654908,Offshore
13-Apr,1,27,1,0.3245272,0.255571717,0.738934067,103.4,0.033556112,0.026426116,0.076405782,10,0.003355611,0.002642612,0.007640578,0.102819604,0.032635909,0.025701437,0.07431052,Offshore
13-Apr,1,27,2,0.280482933,0.212081267,0.622811533,102.8,0.028833646,0.021801954,0.064025026,10,0.002883365,0.002180195,0.006402503,0.102819604,0.028042946,0.021204083,0.062269279,Offshore
13-Apr,1,27,3,0.359651733,0.265614817,0.852712517,101.3,0.036432721,0.026906781,0.086379778,10,0.003643272,0.002690678,0.008637978,0.102819604,0.035433632,0.026168921,0.084011,Offshore
14-Apr,2,27,1,0.2859254,0.11824755,0.43501565,112.2,0.03208083,0.013267375,0.048808756,10,0.003208083,0.001326738,0.004880876,0.067594503,0.047460708,0.019627891,0.072208173,Offshore
14-Apr,2,27,2,0.3389328,0.227739883,0.699297817,107.6,0.036469169,0.024504811,0.075244445,10,0.003646917,0.002450481,0.007524445,0.067594503,0.053952863,0.036252669,0.111317403,Offshore
14-Apr,2,27,3,0.369994167,0.2096894,0.669132917,110,0.040699358,0.023065834,0.073604621,10,0.004069936,0.002306583,0.007360462,0.067594503,0.060211048,0.034123831,0.10889143,Offshore
15-Apr,3,27,1,0.377595867,0.261212433,0.818462967,107,0.040402758,0.02794973,0.087575537,10,0.004040276,0.002794973,0.008757554,0.04113638,0.09821661,0.067944069,0.212890725,Offshore
15-Apr,3,27,2,0.3816611,0.2028797,0.6725816,110.2,0.042059053,0.022357343,0.074118492,10,0.004205905,0.002235734,0.007411849,0.04113638,0.102242962,0.05434932,0.180177479,Offshore
15-Apr,3,27,3,0.3220302,0.162769133,0.54752325,105.8,0.034070795,0.017220974,0.05792796,10,0.00340708,0.001722097,0.005792796,0.04113638,0.082823999,0.041863125,0.140819294,Offshore
13-Apr,1,28,1,0.547079733,0.287644383,1.047017,112,0.06127293,0.032216171,0.117265904,10,0.006127293,0.003221617,0.01172659,0.034191284,0.179206286,0.094223343,0.342970167,Offshore
13-Apr,1,28,2,0.278559333,0.108487433,0.437154533,100.8,0.028078781,0.010935533,0.044065177,10,0.002807878,0.001093553,0.004406518,0.034191284,0.082122628,0.031983395,0.128878392,Offshore
13-Apr,1,28,3,0.3902022,0.279346683,0.933071583,105.4,0.041127312,0.02944314,0.098345745,10,0.004112731,0.002944314,0.009834574,0.034191284,0.120285953,0.086113,0.287633962,Offshore
14-Apr,2,28,1,0.465379667,0.208606517,0.76054865,106,0.049330245,0.022112291,0.080618157,10,0.004933024,0.002211229,0.008061816,0.063913992,0.077182231,0.034596948,0.12613538,Offshore
14-Apr,2,28,2,0.574803267,0.46280335,1.405124083,108.5,0.062366154,0.050214163,0.152455963,10,0.006236615,0.005021416,0.015245596,0.063913992,0.097578249,0.078565212,0.238533001,Offshore
14-Apr,2,28,3,0.662433633,0.4969499,1.518950317,109.6,0.072602726,0.054465709,0.166476955,10,0.007260273,0.005446571,0.016647695,0.063913992,0.113594416,0.085217192,0.260470281,Offshore
15-Apr,3,28,1,0.3755722,0.165509367,0.6401653,107.4,0.040336454,0.017775706,0.068753753,10,0.004033645,0.001777571,0.006875375,0.035628734,0.113213268,0.049891489,0.192972765,Offshore
15-Apr,3,28,2,0.336736,0.111265,0.485809,112.5,0.0378828,0.012517313,0.054653513,10,0.00378828,0.001251731,0.005465351,0.035628734,0.10632654,0.035132633,0.15339729,Offshore
15-Apr,3,28,3,0.388616333,0.2365314,0.77360735,110,0.042747797,0.026018454,0.085096809,10,0.00427478,0.002601845,0.008509681,0.035628734,0.119981239,0.073026603,0.2388432,Offshore
13-Apr,1,29,1,1.187446933,0.55166295,2.0073863,100,0.118744693,0.055166295,0.20073863,10,0.011874469,0.00551663,0.020073863,0.122917443,0.096605242,0.04488077,0.163311752,Offshore
13-Apr,1,29,2,1.0070454,0.348017233,1.419157533,111,0.111782039,0.038629913,0.157526486,10,0.011178204,0.003862991,0.015752649,0.122917443,0.090940746,0.031427527,0.128156332,Offshore
13-Apr,1,29,3,1.0887382,0.457800017,1.790559517,107.4,0.116930483,0.049167722,0.192306092,10,0.011693048,0.004916772,0.019230609,0.122917443,0.095129283,0.040000606,0.156451426,Offshore
14-Apr,2,29,1,1.046462867,0.47981315,1.730803483,106.4,0.111343649,0.051052119,0.184157491,10,0.011134365,0.005105212,0.018415749,0.082922449,0.134274434,0.061566102,0.222083999,Offshore
14-Apr,2,29,2,1.426893333,0.884965317,3.078471617,113.5,0.161952393,0.100443563,0.349406528,10,0.016195239,0.010044356,0.034940653,0.082922449,0.195305849,0.121129519,0.421365424,Offshore
14-Apr,2,29,3,0.943368367,0.354675967,1.410442783,106.2,0.100185721,0.037666588,0.149789024,10,0.010018572,0.003766659,0.014978902,0.082922449,0.120818574,0.045423873,0.180637482,Offshore
15-Apr,3,29,1,0.899663733,0.389229067,1.514197767,112.6,0.101302136,0.043827193,0.170498669,10,0.010130214,0.004382719,0.017049867,0.083850401,0.120812942,0.052268316,0.203336736,Offshore
13-Apr,1,30,1,0.401759933,0.18057495,0.6632206,100,0.040175993,0.018057495,0.06632206,10,0.004017599,0.00180575,0.006632206,0.057919496,0.069365233,0.031176885,0.114507315,Offshore
13-Apr,1,30,2,0.497572667,0.224708367,0.847197067,100,0.049757267,0.022470837,0.084719707,10,0.004975727,0.002247084,0.008471971,0.057919496,0.08590763,0.038796672,0.146271484,Offshore
13-Apr,1,30,3,0.490967667,0.163438983,0.72041365,100,0.049096767,0.016343898,0.072041365,10,0.004909677,0.00163439,0.007204137,0.057919496,0.084767254,0.028218302,0.124381892,Offshore
14-Apr,2,30,1,0.535911867,0.24349025,0.877648483,106.8,0.057235387,0.026004759,0.093732858,10,0.005723539,0.002600476,0.009373286,0.05702637,0.100366528,0.045601287,0.164367569,Offshore
14-Apr,2,30,2,1.015777867,0.75829435,2.44806455,108.2,0.109907165,0.082047449,0.264880584,10,0.010990717,0.008204745,0.026488058,0.05702637,0.192730425,0.143876331,0.464487893,Offshore
14-Apr,2,30,3,0.667672633,0.493814033,1.50657465,107.2,0.071574506,0.052936864,0.161504802,10,0.007157451,0.005293686,0.01615048,0.05702637,0.125511244,0.092828746,0.283210737,Offshore
15-Apr,3,30,1,0.5416242,0.2374539,0.878385967,114.4,0.061961808,0.027164726,0.100487355,10,0.006196181,0.002716473,0.010048735,0.084691175,0.07316206,0.032075038,0.118651506,Offshore
15-Apr,3,30,2,0.4789314,0.2094298,0.7722604,106.2,0.050862515,0.022241445,0.082014054,10,0.005086251,0.002224144,0.008201405,0.084691175,0.060056452,0.026261821,0.096838962,Offshore
15-Apr,3,30,3,0.481774067,0.2246883,0.79758405,113.6,0.054729534,0.025524591,0.090605548,10,0.005472953,0.002552459,0.009060555,0.084691175,0.064622476,0.03013843,0.106983459,Offshore
16-Apr,4,30,1,NA,NA,NA,100,NA,NA,NA,10,NA,NA,NA,0.106047952,NA,NA,NA,Offshore
16-Apr,4,30,2,0.5272956,0.338119717,1.036340617,117.4,0.061904503,0.039695255,0.121666388,10,0.00619045,0.003969525,0.012166639,0.106047952,0.058374068,0.03743142,0.114727711,Offshore
16-Apr,4,30,3,0.553215333,0.39598565,1.236455183,109.2,0.060411114,0.043241633,0.135020906,10,0.006041111,0.004324163,0.013502091,0.106047952,0.056965847,0.040775547,0.127320616,Offshore
13-Apr,1,31,1,0.6668788,0.293774817,1.072138333,112.4,0.074957177,0.033020289,0.120508349,10,0.007495718,0.003302029,0.012050835,0.054499429,0.137537546,0.060588322,0.221118553,Offshore
13-Apr,1,31,2,0.6489556,0.5305442,1.614350633,101.8,0.06606368,0.0540094,0.164340894,10,0.006606368,0.00540094,0.016434089,0.054499429,0.121219032,0.099100854,0.301546085,Offshore
13-Apr,1,31,3,0.4977628,0.433675783,1.31458305,119,0.059233773,0.051607418,0.156435383,6,0.009872296,0.008601236,0.026072564,0.054499429,0.181144935,0.157822504,0.478400679,Offshore
15-Apr,3,31,1,0.923619133,0.343608033,1.329484533,121.1,0.111850277,0.041610933,0.161000577,10,0.011185028,0.004161093,0.016100058,0.07491431,0.149304288,0.055544705,0.214912981,Offshore
15-Apr,3,31,2,0.7877983,0.3206311,1.2232387,115.5,0.090990704,0.037032892,0.14128407,10,0.00909907,0.003703289,0.014128407,0.07491431,0.12145971,0.049433669,0.188594235,Offshore
15-Apr,3,31,3,0.8527064,0.334478933,1.27684585,105.2,0.089704713,0.035187184,0.134324183,10,0.008970471,0.003518718,0.013432418,0.07491431,0.119743095,0.04696991,0.179303772,Offshore
16-Apr,4,31,1,NA,NA,NA,100,NA,NA,NA,10,NA,NA,NA,0.076015919,NA,NA,NA,Offshore
16-Apr,4,31,2,0.774988533,0.279861983,1.112142417,111.2,0.086178725,0.031120653,0.123670237,10,0.008617872,0.003112065,0.012367024,0.076015919,0.113369313,0.040939652,0.162689919,Offshore
16-Apr,4,31,3,1.053911133,0.61808865,2.051874083,116.5,0.122780647,0.072007328,0.239043331,10,0.012278065,0.007200733,0.023904333,0.076015919,0.161519651,0.094726642,0.31446483,Offshore
17-Apr,5,31,1,0.951007633,0.377317133,1.436135717,168.6,0.160339887,0.063615669,0.242132482,10,0.016033989,0.006361567,0.024213248,0.084033036,0.190805777,0.075703166,0.288139633,Offshore
17-Apr,5,31,2,0.567530233,0.145540633,0.657512033,114,0.064698447,0.016591632,0.074956372,10,0.006469845,0.001659163,0.007495637,0.084033036,0.076991681,0.019744178,0.089198695,Offshore
17-Apr,5,31,3,0.706606433,0.2904822,1.051509517,149.3,0.10549634,0.043368992,0.156990371,10,0.010549634,0.004336899,0.015699037,0.084033036,0.125541508,0.051609456,0.186819825,Offshore
16-Apr,4,35,1,0.477750367,0.18497785,0.723688333,100,0.047775037,0.018497785,0.072368833,10,0.004777504,0.001849779,0.007236883,0.077656843,0.061520704,0.023819903,0.093190542,Offshore
16-Apr,4,35,2,0.4828596,0.306957417,0.99384495,118.6,0.057267149,0.03640515,0.117870011,10,0.005726715,0.003640515,0.011787001,0.077656843,0.073743853,0.046879513,0.15178316,Offshore
16-Apr,4,35,3,0.534724167,0.368870933,1.150479517,112.8,0.060316886,0.041608641,0.129774089,10,0.006031689,0.004160864,0.012977409,0.077656843,0.07767105,0.053580135,0.167112239,Offshore
15-Apr,3,39,1,0.299138733,0.16587,0.527880933,160.8,0.048101508,0.026671896,0.084883254,10,0.004810151,0.00266719,0.008488325,0.068191294,0.070539075,0.039113345,0.12447814,Offshore
15-Apr,3,39,2,0.279747633,0.102194467,0.400792967,115.3,0.032254902,0.011783022,0.046211429,10,0.00322549,0.001178302,0.004621143,0.068191294,0.047300616,0.017279364,0.067767344,Offshore
15-Apr,3,39,3,0.2811018,0.147418233,0.484556183,105.2,0.029571909,0.015508398,0.05097531,10,0.002957191,0.00155084,0.005097531,0.068191294,0.043366107,0.02274249,0.0747534,Offshore
15-Apr,3,41,1,0.387607833,0.11376355,0.523756967,105,0.040698823,0.011945173,0.054994482,10,0.004069882,0.001194517,0.005499448,0.074125511,0.054905284,0.016114793,0.074191032,Offshore
15-Apr,3,41,2,0.617833867,0.214511833,0.894597267,119.9,0.074078281,0.025719969,0.107262212,10,0.007407828,0.002571997,0.010726221,0.074125511,0.099936284,0.034697864,0.144703505,Offshore
15-Apr,3,41,3,0.5982663,0.2049808,0.8930197,112.6,0.067364785,0.023080838,0.100554018,10,0.006736479,0.002308084,0.010055402,0.074125511,0.090879354,0.03113751,0.135653727,Offshore